코드,종목명,거래량,종가,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,신고가대비_종가비율,신저가대비_종가비율,사분위75%대비_종가비율,사분위50%대비_종가비율,사분위50%대비_종가비율,종가_중간값,20일중간값_종가비율,20일사분위25%,20일사분위25%_종가비율,종가흐름,외국인지분율,외국인지분율조건,외국인지분율_중간값,20일중간값_외국인비율,외국인보유흐름,ROE조건,ROE(지배주주)_년도,ROE(지배주주)_분기,영업이익_증가,당기순이익_증가,PER_중간값,PER(배)_년도,PER(배)_분기,PBR_중간값,PBR(배)_년도,PBR(배)_분기,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,BPS(원)_년도,BPS(원)_분기
A178920,PI첨단소재,109995,50000,67800,39400,60700.0,53600.0,46500.0,73.75,126.9,82.37,107.53,107.53,46720,107.02,44662,111.95,"[47500.0, 46350.0, 45150.0, 45450.0, 44400.0, 43550.0, 44750.0, 44000.0, 44150.0, 44400.0, 45250.0, 47450.0, 48800.0, 48650.0, 48950.0, 48000.0, 48100.0, 49500.0, 50000.0, 50000.0]",12.37,T,10.75,115.07,"[10.14, 10.13, 10.21, 10.22, 10.16, 10.19, 10.22, 10.17, 10.22, 10.23, 10.23, 10.41, 10.6, 10.83, 11.01, 11.33, 11.7, 12.03, 12.37, 12.62]",T,"[6, 15, 21, 19]","[17, 19, 20, 21, 20]",F,F,25.5,"[58, 26, 25, 21]","[29, 29, 28, 25, 22, 113]",4.0,"[4, 3, 4, 4]","[4, 5, 5, 4, 4]","[2237, 2618, 3019, 3547]","[776, 741, 803, 699, 783, 822]","[336, 600, 759, 850]","[207, 216, 192, 144, 132, 179]","[177, 417, 640, 672]","[162, 160, 156, 161, 119, 129]","[15, 22, 25, 23]","[26, 29, 23, 20, 16, 21]","[7, 15, 21, 18]","[20, 21, 19, 23, 15, 15]","[315, 711, 1090, 1050]",[],"[0, 1, 1]",[],"[52, 50, 50]",[],"[56, 42, 45]","[49, 41, 40, 45, 60]","[65, 139, 142]","[126, 133, 140, 142, 93]","[2143, 2358, 2651]","[2326, 2435, 2542, 2651, 2514]","[603, 1421, 2179, 2288]","[553, 544, 533, 549, 404, 440]","[8557, 9633, 11097, 12207]","[9475, 10020, 10552, 11097, 10411]"
A319660,피에스케이,99165,44500,54400,33150,49087.5,43775.0,38462.5,81.8,134.24,90.65,115.7,115.7,46377,95.95,45175,98.51,"[49450.0, 47500.0, 45750.0, 46400.0, 47700.0, 46250.0, 47600.0, 47300.0, 47650.0, 47050.0, 47000.0, 47300.0, 47250.0, 44650.0, 45200.0, 44200.0, 44450.0, 45100.0, 45250.0, 44500.0]",10.99,T,11.64,94.42,"[12.6, 12.12, 11.99, 11.79, 11.77, 11.82, 11.9, 11.73, 11.8, 11.83, 11.92, 11.8, 11.71, 11.43, 11.35, 11.23, 11.1, 11.05, 10.99, 10.81]",T,"[11, 30, 26]","[12, 20, 26, 30, 26]",F,F,13.5,"[17, 26, 10, 7]","[19, 13, 8, 10, 10, 29]",1.5,"[1, 2, 2, 1]","[2, 2, 1, 2, 2]","[1546, 2657, 4458, 4892]","[955, 1258, 1008, 1237, 940, 1149]","[169, 316, 941, 1102]","[249, 317, 238, 137, 195, 278]","[150, 223, 767, 875]","[215, 250, 202, 100, 159, 229]","[10, 11, 21, 22]","[26, 25, 23, 11, 20, 24]","[9, 8, 17, 17]","[22, 19, 20, 8, 16, 19]","[300, 300, 600, 638]",[],"[1, 0, 1]",[],"[28, 19, 11]",[],"[19, 23, 42]","[27, 25, 28, 42, 43]","[314, 243, 187]","[236, 288, 139, 187, 162]","[2534, 2856, 3838]","[3087, 3438, 3712, 3838, 3935]","[1346, 1508, 5197, 5928]","[1454, 1696, 1369, 678, 1079, 1549]","[13228, 14836, 19776, 25203]","[16061, 17773, 19244, 19776, 20234]"
A137400,피엔티,144084,62100,62300,21700,52150.0,42000.0,31850.0,99.68,286.18,119.08,194.98,194.98,51665,120.2,45675,135.96,"[48800.0, 47750.0, 45300.0, 45150.0, 45150.0, 43300.0, 45200.0, 45800.0, 46900.0, 46900.0, 48350.0, 51300.0, 53800.0, 55100.0, 59900.0, 59600.0, 60000.0, 61200.0, 61700.0, 62100.0]",13.08,T,9.47,138.12,"[7.87, 7.63, 7.51, 7.79, 7.75, 7.79, 7.87, 7.82, 8.11, 8.07, 8.29, 8.67, 9.01, 9.95, 11.75, 12.12, 12.39, 12.74, 13.08, 13.21]",T,"[33, 33, 24]","[32, 34, 36, 33, 33]",F,F,18.0,"[14, 18, 27]","[13, 11, 13, 18, 20]",5.0,"[4, 5, 5]","[3, 3, 4, 5, 5]","[3214, 3900, 3777, 4158]","[898, 931, 636, 1312, 940, 698]","[15, 553, 544, 615]","[70, 190, 150, 135, 126, 106]","[-30, 344, 527, 505]","[85, 183, 144, 115, 107, 97]","[14, 14, 14]","[7, 20, 23, 10, 13, 15]","[8, 13, 12]","[9, 19, 22, 8, 11, 13]","[100, 150, 150]",[],"[0, 0]",[],"[6, 6]",[],"[248, 224]","[214, 185, 195, 224, 267]","[25, 31]","[31, 27, 26, 31, 23]","[1128, 1577]","[1182, 1344, 1473, 1577, 1642]","[-113, 1679, 2355, 2243]","[382, 808, 644, 519, 474]","[4351, 6048, 8383, 10519]","[6337, 7170, 7839, 8383, 8732]"
A166090,하나머티리얼즈,66128,64600,66800,40700,60275.0,53750.0,47225.0,96.71,158.72,107.18,136.79,136.79,61710,104.68,60800,106.25,"[61600.0, 60500.0, 59300.0, 60400.0, 62200.0, 60000.0, 61900.0, 60400.0, 61300.0, 60900.0, 62100.0, 61700.0, 61900.0, 61500.0, 63100.0, 61900.0, 62300.0, 62200.0, 64400.0, 64600.0]",25.56,T,25.26,101.19,"[24.95, 25.13, 25.34, 25.28, 25.15, 25.21, 25.3, 25.19, 25.25, 25.25, 25.22, 25.17, 25.2, 25.25, 25.25, 25.24, 25.24, 25.37, 25.56, 25.57]",T,"[20, 22, 29, 29]","[25, 26, 28, 29, 31]",F,F,14.0,"[13, 14, 18, 14]","[17, 18, 16, 18, 15, 61]",2.5,"[2, 2, 4, 3]","[3, 4, 4, 4, 4]","[1548, 2007, 2711, 3494]","[553, 638, 727, 794, 804, 839]","[409, 531, 823, 1088]","[157, 188, 224, 253, 244, 260]","[277, 380, 667, 869]","[135, 158, 173, 202, 198, 208]","[26, 26, 30, 31]","[28, 29, 30, 31, 30, 30]","[17, 18, 24, 24]","[24, 24, 23, 25, 24, 24]","[200, 300, 600, 726]",[],"[1, 1, 0]",[],"[14, 15, 17]",[],"[102, 87, 72]","[84, 79, 75, 72, 68]","[32, 85, 67]","[93, 97, 103, 67, 59]","[1390, 1743, 2319]","[1828, 1993, 2110, 2319, 2456]","[1409, 1939, 3387, 4396]","[685, 802, 877, 1022, 1002, 1053]","[7482, 9691, 13167, 17162]","[10150, 11274, 11921, 13167, 13574]"
A034950,한국기업평가,995,78000,89200,70700,84575.0,79950.0,75325.0,87.44,110.33,92.23,103.55,103.55,79365,98.28,78875,98.89,"[80800.0, 81000.0, 80000.0, 79800.0, 80200.0, 79900.0, 79900.0, 79800.0, 79400.0, 79200.0, 78600.0, 79000.0, 79100.0, 79000.0, 79000.0, 78900.0, 78800.0, 78800.0, 78100.0, 78000.0]",75.95,T,75.92,100.04,"[75.91, 75.91, 75.9, 75.9, 75.9, 75.9, 75.9, 75.9, 75.91, 75.92, 75.93, 75.93, 75.93, 75.93, 75.94, 75.93, 75.94, 75.95, 75.95, 75.95]",T,"[20, 19, 22]","[25, 23, 23, 22, 24]",F,F,15.0,"[13, 23, 15]","[19, 18, 16, 15, 17]",3.0,"[2, 4, 3]","[4, 4, 3, 3, 4]","[927, 959, 1045]","[227, 402, 214, 202, 227]","[316, 327, 362]","[72, 201, 54, 35, 62]","[248, 242, 267]","[58, 149, 42, 18, 50]","[34, 34, 34]","[31, 49, 25, 17, 27]","[26, 25, 25]","[25, 37, 19, 8, 21]","[8618, 2907, 3397]",[],"[14, 2, 4]",[],"[188, 64, 68]",[],"[28, 34, 33]","[51, 38, 34, 33, 63]","[456, 380, 378]","[266, 347, 368, 378, 226]","[375, 301, 339]","[269, 317, 332, 339, 295]","[4483, 4395, 4903]","[1097, 2604, 787, 415, 921]","[24012, 20985, 22458]","[19195, 21845, 22646, 22458, 19503]"
A002960,한국쉘석유,439,253500,294000,240000,280500.0,267000.0,253500.0,86.22,105.62,90.37,100.0,100.0,251100,100.96,250000,101.4,"[254000.0, 252500.0, 253000.0, 252000.0, 250500.0, 250000.0, 250000.0, 250000.0, 249000.0, 250500.0, 250500.0, 250500.0, 250000.0, 249500.0, 251500.0, 250000.0, 251500.0, 251000.0, 252500.0, 253500.0]",62.93,T,62.99,99.9,"[63.14, 63.16, 63.15, 63.13, 63.09, 63.01, 62.96, 62.95, 62.94, 62.94, 62.93, 62.96, 62.94, 62.93, 62.94, 62.93, 62.93, 62.93, 62.93, 62.94]",T,"[21, 21, 27]","[26, 26, 24, 27, 31]",F,F,15.0,"[19, 15, 11]","[14, 15, 14, 11, 11]",3.0,"[4, 3, 3]","[3, 3, 3, 3, 3]","[2118, 2003, 2414]","[568, 612, 595, 639, 705]","[257, 310, 380]","[107, 90, 93, 91, 103]","[210, 210, 290]","[87, 71, 74, 58, 85]","[12, 15, 15]","[18, 14, 15, 14, 14]","[9, 10, 12]","[15, 11, 12, 9, 12]","[16000, 14000, 19000]",[],"[4, 5, 7]",[],"[98, 86, 85]",[],"[44, 51, 51]","[76, 52, 45, 51, 87]","[211, 213, 210]","[166, 200, 223, 210, 156]","[1298, 1301, 1465]","[1166, 1267, 1373, 1465, 1233]","[16174, 16162, 22343]","[6698, 5467, 5704, 4474, 6553]","[75323, 75474, 84273]","[68172, 73639, 79343, 84273, 71826]"
A071055,한국금융지주우,5795,64200,100500,56500,89500.0,78500.0,67500.0,63.88,113.63,71.73,95.11,95.11,63590,100.96,62975,101.95,"[65500.0, 65000.0, 64400.0, 65000.0, 64000.0, 63200.0, 63400.0, 63400.0, 63100.0, 63000.0, 62000.0, 63100.0, 63100.0, 62900.0, 62500.0, 62600.0, 62700.0, 64000.0, 64700.0, 64200.0]",15.39,T,15.43,99.74,"[15.57, 15.58, 15.57, 15.59, 15.57, 15.53, 15.49, 15.47, 15.43, 15.41, 15.35, 15.36, 15.35, 15.34, 15.32, 15.31, 15.32, 15.33, 15.39, 15.37]",T,"[18, 16, 27, 13]","[16, 26, 22, 29, 27]",F,F,4.5,"[5, 5, 2, 4]","[5, 3, 4, 2, 2, 15]",0.0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]","[107713, 165117, 137861]","[40918, 48544, 45070, 43339, 11689]","[9418, 8564, 15210, 12751]","[3016, 4850, 3433, 4178, 2748, 3361]","[8472, 8600, 17646, 10803]","[3423, 4014, 3017, 7529, 3086, 2776]","[8, 5, 11]","[7, 9, 7, 9, 23]","[7, 5, 12]","[8, 8, 6, 17, 26]","[2962, 3062, 6212, 3783]",[],"[6, 4, 9]",[],"[20, 20]",[],"[1107, 1150, 1004]","[1150, 1116, 1086, 1007, 1004]",[],[],"[1550, 1745, 2328]","[1745, 1838, 1948, 2221, 2328]","[13724, 14021, 28650, 17623]","[5566, 6524, 4913, 12218, 4995, 4480]","[85684, 96097, 126688, 139439]","[96097, 100986, 106595, 120945, 126688]"
A071050,한국금융지주,125965,70500,113000,65900,101225.0,89450.0,77675.0,62.39,106.98,69.65,90.76,90.76,69375,101.62,68750,102.55,"[71100.0, 70100.0, 69900.0, 68600.0, 67500.0, 66500.0, 68400.0, 68800.0, 69100.0, 69200.0, 67400.0, 69400.0, 70100.0, 69500.0, 69100.0, 69100.0, 70400.0, 71200.0, 71600.0, 70500.0]",33.63,T,33.6,100.09,"[34.02, 33.9, 33.84, 33.72, 33.63, 33.49, 33.53, 33.53, 33.54, 33.56, 33.55, 33.5, 33.5, 33.52, 33.44, 33.49, 33.52, 33.52, 33.63, 33.64]",T,"[18, 16, 27, 13]","[16, 26, 22, 29, 27]",F,F,4.5,"[5, 5, 2, 4]","[5, 3, 4, 2, 2, 15]",0.0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]","[107713, 165117, 137861]","[40918, 48544, 45070, 43339, 11689]","[9418, 8564, 15210, 12751]","[3016, 4850, 3433, 4178, 2748, 3361]","[8472, 8600, 17646, 10803]","[3423, 4014, 3017, 7529, 3086, 2776]","[8, 5, 11]","[7, 9, 7, 9, 23]","[7, 5, 12]","[8, 8, 6, 17, 26]","[2900, 3000, 6150, 3783]",[],"[4, 3, 7]",[],"[20, 20, 20]",[],"[1107, 1150, 1004]","[1150, 1116, 1086, 1007, 1004]",[],[],"[1550, 1745, 2328]","[1745, 1838, 1948, 2221, 2328]","[13724, 14021, 28650, 17623]","[5566, 6524, 4913, 12218, 4995, 4480]","[85684, 96097, 126688, 139439]","[96097, 100986, 106595, 120945, 126688]"
A042700,한미반도체,289686,14300,20675,13350,18843.75,17012.5,15181.25,69.17,107.12,75.89,94.2,94.2,14480,98.76,14300,100.0,"[14950.0, 14500.0, 13950.0, 14300.0, 14450.0, 13950.0, 14100.0, 14300.0, 14500.0, 15050.0, 14800.0, 14750.0, 15000.0, 14600.0, 14550.0, 14350.0, 14350.0, 14450.0, 14400.0, 14300.0]",5.57,T,5.67,98.24,"[5.69, 5.74, 5.87, 5.86, 5.8, 5.75, 5.73, 5.67, 5.6, 5.67, 5.66, 5.6, 5.62, 5.58, 5.61, 5.61, 5.63, 5.63, 5.57, 5.6]",T,"[8, 21, 34, 29]","[25, 28, 29, 34, 34]",F,F,18.0,"[24, 18, 18, 12]","[19, 22, 18, 18, 16, 44]",3.0,"[1, 3, 5, 3]","[4, 5, 4, 5, 5]","[1204, 2574, 3732, 3933]","[709, 1089, 917, 1016, 632, 1125]","[137, 666, 1224, 1359]","[193, 364, 309, 357, 213, 405]","[193, 501, 1044, 1102]","[204, 277, 267, 297, 196, 334]","[11, 25, 32, 34]","[27, 33, 33, 35, 33, 36]","[16, 19, 27, 28]","[28, 25, 29, 29, 31, 29]","[50, 200, 300, 425]",[],"[1, 2, 1]",[],"[26, 39, 28]",[],"[17, 27, 23]","[26, 28, 29, 23, 21]","[285, 237, 203]","[218, 167, 171, 203, 188]","[2019, 2069, 2622]","[1976, 2186, 2396, 2622, 2543]","[168, 482, 1048, 1115]","[200, 280, 270, 300, 198, 323]","[2187, 2614, 3506, 4081]","[2671, 2943, 3215, 3506, 3404]"
A014680,한솔케미칼,69756,256000,392000,193000,342250.0,292500.0,242750.0,65.31,132.64,74.8,105.46,105.46,251975,101.6,242750,105.46,"[248500.0, 242000.0, 237000.0, 235000.0, 236000.0, 228000.0, 243000.0, 243500.0, 265500.0, 264500.0, 262000.0, 270500.0, 266000.0, 252500.0, 252500.0, 250000.0, 255000.0, 266500.0, 265500.0, 256000.0]",34.6,T,35.52,97.41,"[37.04, 36.71, 36.64, 36.42, 36.24, 36.09, 35.96, 35.77, 35.83, 35.53, 35.24, 35.04, 34.97, 35.03, 34.77, 34.74, 34.68, 34.66, 34.6, 34.53]",T,"[20, 24, 23, 21]","[24, 25, 23, 23, 23]",F,F,18.0,"[13, 18, 23, 18]","[21, 19, 27, 23, 18, 72]",3.0,"[2, 3, 4, 3]","[4, 4, 5, 4, 3]","[5443, 6193, 7687, 9109]","[1770, 1873, 1965, 2078, 2222, 2164]","[1112, 1519, 1977, 2210]","[522, 539, 560, 355, 541, 560]","[910, 1301, 1587, 1754]","[436, 450, 457, 244, 442, 439]","[20, 24, 25, 24]","[29, 28, 28, 17, 24, 25]","[16, 21, 20, 19]","[24, 24, 23, 11, 19, 20]","[1500, 1800, 2100, 2166]",[],"[1, 0, 0]",[],"[19, 16, 15]",[],"[80, 60, 55]","[73, 60, 55, 55, 50]","[104, 130, 155]","[136, 129, 160, 155, 171]","[712, 887, 1110]","[927, 1001, 1076, 1110, 1140]","[7655, 10864, 13089, 14530]","[3637, 3735, 3766, 1951, 3613, 3674]","[40454, 49890, 61936, 74547]","[52028, 56050, 60291, 61936, 63542]"
A078350,한양디지텍,150597,15400,19650,5700,16162.5,12675.0,9187.5,78.37,270.18,95.28,167.62,167.62,16580,92.88,15375,100.16,"[18000.0, 17300.0, 16300.0, 16900.0, 17400.0, 17500.0, 18750.0, 17850.0, 17800.0, 17600.0, 17300.0, 16850.0, 16950.0, 15750.0, 15300.0, 14750.0, 14250.0, 14850.0, 14800.0, 15400.0]",7.45,T,7.71,96.63,"[8.24, 7.84, 7.79, 7.74, 7.67, 7.75, 7.89, 7.89, 7.91, 7.75, 7.76, 7.6, 7.52, 7.5, 7.49, 7.64, 7.9, 7.67, 7.45, 7.19]",T,[36],"[8, 18, 29, 36, 38]",F,F,10.0,[10],"[16, 9, 6, 10, 8]",3.0,[3],"[1, 1, 1, 3, 2]","[680, 1597, 3034]","[514, 690, 850, 980, 1003]","[-79, 69, 300]","[39, 57, 111, 93, 112]","[-128, 45, 242]","[43, 46, 87, 66, 89]",[9],"[7, 8, 13, 9, 11]",[7],"[8, 6, 10, 6, 8]",[],[],[],[],[],[],[100],"[122, 77, 92, 100, 95]",[67],"[69, 79, 71, 67, 63]",[1016],"[744, 829, 943, 1016, 1132]","[-1278, 412, 1656]","[316, 320, 571, 435, 585]","[3003, 3797, 5630]","[4198, 4634, 5261, 5630, 6248]"
A195870,해성디에스,161722,71100,74700,33800,64475.0,54250.0,44025.0,95.18,210.36,110.28,161.5,161.5,69205,102.74,68000,104.56,"[69100.0, 68000.0, 63300.0, 68100.0, 68000.0, 66400.0, 69400.0, 67500.0, 68500.0, 70900.0, 70300.0, 68500.0, 68400.0, 67000.0, 72300.0, 71500.0, 72100.0, 71300.0, 72400.0, 71100.0]",10.75,T,11.31,95.05,"[11.49, 11.91, 12.11, 12.0, 11.56, 11.49, 11.81, 11.55, 11.53, 11.28, 11.2, 10.7, 10.75, 10.69, 11.5, 11.28, 11.16, 10.57, 10.75, 10.91]",T,"[9, 13, 27, 39]","[13, 14, 19, 27, 36]",F,F,12.0,"[14, 13, 11, 8]","[18, 20, 14, 11, 8, 36]",1.5,"[1, 1, 2, 2]","[2, 2, 2, 2, 2]","[3814, 4587, 6554, 8156]","[1375, 1594, 1709, 1875, 1996, 2038]","[270, 435, 863, 1728]","[102, 182, 280, 299, 483, 470]","[182, 300, 711, 1437]","[93, 147, 229, 242, 398, 364]","[7, 9, 13, 21]","[7, 11, 16, 15, 24, 23]","[4, 6, 10, 17]","[6, 9, 13, 12, 19, 17]","[350, 450, 600, 700]",[],"[2, 1, 1]",[],"[32, 25, 14]",[],"[56, 65, 61]","[72, 70, 69, 61, 59]","[88, 89, 106]","[95, 103, 106, 106, 115]","[145, 172, 246]","[174, 191, 218, 246, 281]","[1078, 1764, 4192, 8460]","[548, 864, 1349, 1431, 2339, 2004]","[12267, 13638, 17313, 25599]","[13736, 14599, 15949, 17313, 19051]"
A090850,현대이지웰,115319,8620,13350,8690,12185.0,11020.0,9855.0,64.57,99.19,70.74,87.47,87.47,9529,90.46,8882,97.05,"[10550.0, 10400.0, 10600.0, 10200.0, 10000.0, 9710.0, 9710.0, 9900.0, 9800.0, 9700.0, 9740.0, 9360.0, 9170.0, 8890.0, 8980.0, 8740.0, 8800.0, 8850.0, 8860.0, 8620.0]",24.24,T,24.35,99.55,"[24.51, 24.46, 24.35, 24.41, 24.38, 24.36, 24.3, 24.29, 24.25, 24.34, 24.35, 24.38, 24.47, 24.48, 24.43, 24.36, 24.24, 24.25, 24.24, 24.07]",T,"[15, 19, 21, 18]","[27, 23, 22, 21, 14]",F,F,19.5,"[23, 26, 16, 13]","[13, 18, 15, 16, 21]",3.0,"[3, 4, 3, 2]","[3, 3, 3, 3, 2]","[763, 872, 965, 1072]","[271, 208, 228, 259, 314, 232]","[98, 133, 159, 199]","[71, 48, 28, 13, 80, 56]","[47, 79, 154, 161]","[103, 22, 23, 6, 62]","[12, 15, 16, 18]","[26, 23, 12, 5, 25, 23]","[6, 9, 15, 15]","[38, 10, 9, 2, 19]","[45, 55, 70, 80]",[],"[0, 0, 0]",[],"[18, 13, 10]",[],"[148, 120, 88]","[115, 96, 97, 88, 106]","[101, 104, 62]","[90, 79, 79, 62, 74]","[726, 439, 563]","[502, 535, 554, 563, 601]","[230, 411, 648, 678]","[435, 94, 96, 24, 260]","[1694, 2599, 3403, 4039]","[2910, 3074, 3169, 3403, 3594]"
A298050,효성첨단소재,34130,511000,877000,356500,746875.0,616750.0,486625.0,58.27,143.34,68.42,105.01,105.01,477400,107.04,464875,109.92,"[467000.0, 493500.0, 474500.0, 475000.0, 471000.0, 448000.0, 455000.0, 453500.0, 461500.0, 466000.0, 456000.0, 475500.0, 478000.0, 467500.0, 481000.0, 488500.0, 484500.0, 521000.0, 520000.0, 511000.0]",7.25,T,6.66,108.86,"[6.55, 6.83, 6.6, 6.53, 6.4, 6.24, 6.33, 6.33, 6.37, 6.39, 6.38, 6.57, 6.59, 6.65, 6.76, 6.94, 7.03, 7.39, 7.25, 7.13]",T,"[54, 34]","[10, 39, 50, 54, 52]",F,F,9.5,"[10, 9]","[46, 13, 15, 10, 8, 35]",3.0,"[4, 2]","[4, 4, 6, 4, 3]","[30536, 23946, 35978, 40151]","[7695, 8724, 9671, 9888, 10033, 10265]","[1583, 342, 4373, 4200]","[834, 1178, 1398, 963, 1016, 1103]","[-529, 68, 3300, 3061]","[542, 1006, 996, 756, 708, 980]","[12, 10]","[10, 13, 14, 9, 10, 10]","[9, 7]","[7, 11, 10, 7, 7, 9]","[10000, 10000]",[],[1],[],[17],[],[303],"[481, 385, 327, 303, 327]",[45],"[38, 43, 44, 45, 42]",[2372],"[1450, 1787, 2121, 2372, 2422]","[-15622, 18, 55960, 53869]","[9431, 16885, 16741, 12902, 12517, 14788]","[72388, 70017, 135183, 179885]","[82951, 100328, 121588, 135183, 140580]"
A298020,효성티앤씨,31285,416000,963000,357000,811500.0,660000.0,508500.0,43.2,116.53,51.26,81.81,81.81,386800,107.55,373375,111.42,"[399000.0, 399000.0, 393000.0, 384500.0, 374500.0, 366500.0, 373000.0, 371500.0, 377000.0, 370500.0, 357000.0, 373500.0, 376000.0, 377500.0, 393000.0, 391000.0, 395500.0, 419000.0, 429000.0, 416000.0]",9.95,T,9.95,100.0,"[10.1, 10.1, 10.0, 10.05, 10.04, 10.07, 10.05, 10.08, 10.09, 9.94, 9.78, 9.91, 9.9, 9.8, 9.75, 9.72, 9.75, 9.96, 9.95, 9.88]",T,"[20, 25, 76, 26]","[41, 69, 79, 76, 68]",F,F,5.0,"[7, 6, 2, 4]","[9, 7, 3, 2, 2, 16]",1.0,"[1, 1, 1, 1]","[3, 3, 2, 1, 1]","[59831, 51616, 85960, 92808]","[16182, 21420, 23882, 24476, 23408, 23591]","[3229, 2666, 14237, 7992]","[2468, 3871, 4339, 3559, 1901, 2032]","[1220, 1683, 10079, 5605]","[1801, 2996, 3107, 2176, 1054, 1537]","[5, 5, 16, 8]","[15, 18, 18, 14, 8, 8]","[2, 3, 11, 6]","[11, 13, 13, 8, 4, 6]","[2000, 5000, 50000, 22857]",[],"[1, 2, 9]",[],"[9, 15, 28]",[],"[453, 294, 156]","[259, 201, 165, 156, 209]","[45, 52, 69]","[59, 66, 76, 69, 66]","[2351, 2919, 6354]","[3468, 4533, 5651, 6354, 5673]","[21510, 31610, 178008, 96548]","[32390, 54487, 55928, 35204, 15863, 26446]","[113298, 139253, 329152, 406302]","[169511, 226910, 291326, 329152, 302058]"
A298000,효성화학,6784,230000,475000,198000,405750.0,336500.0,267250.0,48.42,116.16,56.69,86.06,86.06,215150,106.9,204750,112.33,"[222500.0, 220000.0, 209500.0, 205500.0, 208000.0, 201000.0, 200500.0, 205000.0, 204000.0, 204000.0, 200500.0, 205000.0, 212000.0, 223500.0, 230000.0, 228000.0, 227000.0, 233500.0, 233500.0, 230000.0]",7.21,T,7.26,99.31,"[7.24, 7.24, 7.23, 7.38, 7.28, 7.23, 7.29, 7.31, 7.3, 7.28, 7.29, 7.3, 7.29, 7.26, 7.26, 7.23, 7.23, 7.25, 7.21, 7.18]",T,"[21, 15, 10]","[6, 18, 19, 15, -4]",F,F,12.0,"[5, 13, 12]","[33, 12, 11, 13, -41, 14]",1.0,"[1, 1, 1]","[2, 2, 2, 1, 1]","[18125, 18172, 24530, 30408]","[5912, 6192, 6306, 6120, 7272, 7593]","[1539, 609, 1486, 1195]","[611, 713, 329, -168, -332, 104]","[878, -116, 704, 574]","[419, 468, 140, -323, -496, -124]","[8, 6, 3]","[10, 11, 5, -2, -4, 1]","[4, 2, 1]","[7, 7, 2, -5, -6, -1]","[5000, 429]",[],[3],[],[18],[],"[353, 509]","[487, 426, 450, 509, 575]","[73, 36]","[57, 46, 50, 36, 39]","[2677, 2928]","[2747, 3039, 3126, 2928, 2624]","[27530, -3641, 22073, 17998]","[13130, 14678, 4388, -10124, -15541, 15705]","[143089, 126614, 157800, 178258]","[144055, 158371, 167654, 157800, 144190]"
A093370,후성,1503151,23150,27450,10100,23112.5,18775.0,14437.5,84.34,229.21,100.16,160.35,160.35,22477,102.99,19625,117.96,"[19800.0, 19750.0, 18750.0, 19000.0, 19050.0, 18100.0, 19250.0, 20400.0, 23700.0, 23950.0, 25600.0, 25950.0, 26650.0, 25300.0, 25600.0, 25600.0, 23200.0, 23450.0, 23300.0, 23150.0]",12.5,T,9.28,134.7,"[6.03, 6.02, 5.93, 6.03, 5.97, 5.82, 6.1, 6.32, 8.56, 9.27, 10.61, 10.79, 11.44, 11.74, 12.12, 12.94, 12.58, 12.67, 12.5, 12.26]",T,"[3, 9, 50]","[3, 6, 13, 9, 24]",F,F,93.0,"[93, 94, 14]","[128, 71, 62, 94, 29]",6.0,"[3, 8, 6]","[4, 4, 7, 8, 6]","[2489, 2616, 3813, 6431]","[632, 755, 1075, 1351, 1586, 1616]","[134, 28, 581, 1930]","[-5, 71, 225, 290, 524, 502]","[2, 27, 313, 1574]","[-64, 44, 229, 104, 476, 314]","[5, 15, 30]","[0, 9, 20, 21, 33, 31]","[0, 8, 24]","[-10, 5, 21, 7, 30, 19]","[15, 15, 25]",[],"[0, 0]",[],"[17, 6]",[],"[117, 117]","[126, 121, 117, 117, 101]","[96, 74]","[62, 46, 82, 74, 96]","[352, 419]","[354, 374, 418, 419, 495]","[87, 108, 244, 1634]","[-42, 71, 218, -3, 376]","[2295, 2394, 2679, 3851]","[2336, 2425, 2668, 2679, 3072]"
